Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,HYEA_rep111,HYEA_rep112,HYEA_rep113,HYEA_rep114,HYEB_rep111,HYEB_rep112,HYEB_rep113,HYEB_rep114
P18669,PGAM1_HUMAN,PGAM1,Phosphoglycerate mutase 1,5,2,1.61E+06,1.89E+06,1.76E+06,1.75E+06,1.98E+06,2.34E+06,1.83E+06,2.19E+06
P18754,RCC1_HUMAN,RCC1,Regulator of chromosome condensation,4,4,278910,299729,268223,317532,317364,331907,265548,344389
P18759,SEC18_YEAST,SEC18,Vesicular-fusion protein SEC18,5,5,46817.2,38157.4,49099.1,65054.3,,28071.3,37636.7,25338.5
P18827,SDC1_HUMAN,SDC1,Syndecan-1,1,1,6318.78,,19701,8964.29,10126.1,16309,10509.6,
P18843,NADE_ECOLI,nadE,NH(3)-dependent NAD(+) synthetase,10,10,58103.7,77739.8,51604.6,43062.6,288249,331425,251012,298250
P18858,DNLI1_HUMAN,LIG1,DNA ligase 1,9,9,69170.9,76623.3,77077.7,56131.9,61970.8,80579.8,59645.1,80458.7
P18887,XRCC1_HUMAN,XRCC1,DNA repair protein XRCC1,3,3,35898.3,28338.5,38414,39851.1,38982.6,41695.3,,27643.2
P18899,DDR48_YEAST,DDR48,Stress protein DDR48,1,1,182780,210931,173942,244338,75952.5,128874,108146,105978
P18956,GGT_ECOLI,ggt,Glutathione hydrolase proenzyme,8,8,45665.9,64766.4,48208,41212.4,218985,225462,202132,233348
P19073,CDC42_YEAST,CDC42,Cell division control protein 42,1,1,6152.54,7382.23,6629.45,9292.44,7396.09,,,
P19075,TSN8_HUMAN,TSPAN8,Tetraspanin-8,1,1,377364,452067,345754,470528,421498,432867,413108,220619
P19097,FAS2_YEAST,FAS2,Fatty acid synthase subunit alpha,25,25,436210,488485,413718,462022,204787,237258,215189,218661
P19146,ARF2_YEAST,ARF2,ADP-ribosylation factor 2,1,1,,,,,,,,
P19174,PLCG1_HUMAN,PLCG1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",2,2,,,8255.37,9502.07,,10661.8,,
P19256,LFA3_HUMAN,CD58,Lymphocyte function-associated antigen 3,2,2,,23725.1,19120.2,14448.3,,17561,,
P19262,ODO2_YEAST,KGD2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",2,2,10528.6,8824.86,17134.4,14430.6,6401.49,,6854.56,7628.77
P19318,NARY_ECOLI,narY,Respiratory nitrate reductase 2 beta chain,1,1,,,,,5856.7,,,
P19319,NARZ_ECOLI,narZ,Respiratory nitrate reductase 2 alpha chain,2,2,,,,,5634.93,5217.85,5466.53,4801.11
P19338,NUCL_HUMAN,NCL,Nucleolin,7,7,3.21E+06,3.89E+06,3.16E+06,3.56E+06,3.35E+06,3.93E+06,3.61E+06,4.06E+06
P19358,METK2_YEAST,SAM2,S-adenosylmethionine synthase 2,3,3,387581,553433,408131,517669,173014,178809,211464,213891
P19367,HXK1_HUMAN,HK1,Hexokinase-1,4,2,20126.5,25651.6,28428.4,27748.8,15786.4,30595.7,20772.1,22860.8
P19387,RPB3_HUMAN,POLR2C,DNA-directed RNA polymerase II subunit RPB3,2,2,58774.8,54542.8,51566.2,39263.3,,71040.2,53854.6,37811.8
P19388,RPAB1_HUMAN,POLR2E,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",1,1,52046.4,46837.9,45598.8,89150.8,55566.4,69130.5,55694.5,79600.1
P19404,NDUV2_HUMAN,NDUFV2,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",5,5,68520.6,93902.9,79864.6,58220,73016,81654.4,64406,95355.5
P19414,ACON_YEAST,ACO1,"Aconitate hydratase, mitochondrial",14,14,1.89E+06,2.13E+06,2.05E+06,2.13E+06,1.03E+06,1.05E+06,1.00E+06,1.08E+06
P19419,ELK1_HUMAN,ELK1,ETS domain-containing protein Elk-1,1,1,,,,3033.99,,,8195.77,
P19447,ERCC3_HUMAN,ERCC3,General transcription and DNA repair factor IIH helicase/translocase subunit XPB,6,6,6511.41,14760.7,8671.71,6482.23,10493.4,,,13178.6
P19454,CSK22_YEAST,CKA2,Casein kinase II subunit alpha',4,4,59155.5,33885.5,25710.9,45025.5,16810.8,,,10885.2
P19474,RO52_HUMAN,TRIM21,E3 ubiquitin-protein ligase TRIM21,2,2,,,,5830.68,7319.49,,,
P19524,MYO2_YEAST,MYO2,Myosin-2,11,10,25587.5,23775.9,29031.3,26704,10766,12166.5,8547.67,9644.1
P19525,E2AK2_HUMAN,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",5,5,123550,130276,104658,109598,114544,153355,139109,157852
P19623,SPEE_HUMAN,SRM,Spermidine synthase,4,3,511454,598178,494717,593939,541229,584222,560732,596834
P19636,EUTC_ECOLI,eutC,Ethanolamine ammonia-lyase small subunit,1,1,,,,,,,,
P19659,MED15_YEAST,GAL11,Mediator of RNA polymerase II transcription subunit 15,2,2,,,,,,,,
P19784,CSK22_HUMAN,CSNK2A2,Casein kinase II subunit alpha',5,5,45032.1,58054.6,33485.5,32921.1,39971.7,56109.1,23799.1,48769.2
P19823,ITIH2_HUMAN,ITIH2,Inter-alpha-trypsin inhibitor heavy chain H2,3,3,2.56E+06,2.86E+06,2.69E+06,2.83E+06,2.72E+06,3.05E+06,2.59E+06,3.00E+06
P19827,ITIH1_HUMAN,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1,1,1,74838.4,79938.5,88564.6,108937,68670.2,83984.2,81548.9,99019.7
P19838,NFKB1_HUMAN,NFKB1,Nuclear factor NF-kappa-B p105 subunit,4,4,,50610.2,33723.8,,30281.4,53956.7,26416.8,40322.4
P19881,PNPP_YEAST,PHO13,4-nitrophenylphosphatase,1,1,,7300.11,7658.54,,,,,
P19882,HSP60_YEAST,HSP60,"Heat shock protein 60, mitochondrial",15,14,1.08E+06,1.34E+06,1.11E+06,1.31E+06,569256,686358,587994,666275
P19926,AGP_ECOLI,agp,Glucose-1-phosphatase,6,6,244229,268891,266783,251321,1.02E+06,1.16E+06,992347,1.15E+06
P20020,AT2B1_HUMAN,ATP2B1,Plasma membrane calcium-transporting ATPase 1,11,4,154328,156923,151995,165498,153115,181775,152845,180496
P20042,IF2B_HUMAN,EIF2S2,Eukaryotic translation initiation factor 2 subunit 2,5,5,1.29E+06,1.52E+06,1.31E+06,1.53E+06,1.39E+06,1.61E+06,1.35E+06,1.62E+06
P20049,TYR1_YEAST,TYR1,Prephenate dehydrogenase [NADP(+)],2,2,9712.17,18470.6,14509.5,10231.1,,8038.46,,7859.7
P20051,PYRC_YEAST,URA4,Dihydroorotase,2,2,68641.6,66326.5,76856.5,77726.6,24807.7,42904.8,31425.4,27088.1
P20073,ANXA7_HUMAN,ANXA7,Annexin A7,9,9,203632,252247,220626,251169,226551,262567,241114,269249
P20081,FKBP_YEAST,FPR1,FK506-binding protein 1,3,3,2.75E+06,3.27E+06,2.75E+06,3.11E+06,1.42E+06,1.67E+06,1.59E+06,1.63E+06
P20083,PARE_ECOLI,parE,DNA topoisomerase 4 subunit B,4,4,,,,,25477.8,25211.7,30256.7,22963.8
P20099,BISC_ECOLI,bisC,Biotin sulfoxide reductase,1,1,,,,,,,,
P20138,CD33_HUMAN,CD33,Myeloid cell surface antigen CD33,2,2,7731.72,,13197.2,12911.9,,,10738.5,13277.8
P20226,TBP_HUMAN,TBP,TATA-box-binding protein,1,1,17414.6,19450.1,9288.82,23106.5,17169.8,,15791.3,25383.5
P20290,BTF3_HUMAN,BTF3,Transcription factor BTF3,2,2,1.31E+06,218617,1.27E+06,1.58E+06,1.35E+06,1.70E+06,1.39E+06,206147
P20338,RAB4A_HUMAN,RAB4A,Ras-related protein Rab-4A,1,1,10330.5,11897.3,16027.7,15884.9,13935.5,,,11839.5
P20339,RAB5A_HUMAN,RAB5A,Ras-related protein Rab-5A,4,2,463616,556037,462123,523921,483585,534114,434211,509965
P20340,RAB6A_HUMAN,RAB6A,Ras-related protein Rab-6A,4,2,206985,209719,216741,210873,238536,271263,233596,274815
P20424,SRP54_YEAST,SRP54,Signal recognition particle subunit SRP54,5,5,10512.4,12409.1,,10348.4,,8601.99,,
P20433,RPB4_YEAST,RPB4,DNA-directed RNA polymerase II subunit RPB4,1,1,25387.3,,14266.9,21293.3,,,,
P20434,RPAB1_YEAST,RPB5,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",1,1,,,,,,,,
P20447,DBP3_YEAST,DBP3,ATP-dependent RNA helicase DBP3,5,5,28757.9,35478.5,33716.8,29880.9,,17868.2,,
P20449,DBP5_YEAST,DBP5,ATP-dependent RNA helicase DBP5,5,5,46475.7,53429.6,45432.5,51570.4,,35397.2,37857.6,33239.6
P20459,IF2A_YEAST,SUI2,Eukaryotic translation initiation factor 2 subunit alpha,3,3,572247,711420,583372,696680,327188,411398,251054,306997
P20484,MAK11_YEAST,MAK11,Protein MAK11,1,1,556.929,,,,,,,
P20485,KICH_YEAST,CKI1,Choline kinase,3,3,12286.6,14469.5,15746.5,14591,,,,
P20585,MSH3_HUMAN,MSH3,DNA mismatch repair protein Msh3,7,7,8611.25,8097.97,6481.71,10759.2,14064.3,7855.28,10070.5,12734.2
P20605,FIC_ECOLI,fic,Probable protein adenylyltransferase Fic,2,2,28868.8,44020.7,36998.2,31218,158420,163631,142498,147440
P20606,SAR1_YEAST,SAR1,Small COPII coat GTPase SAR1,5,4,443849,491379,488365,484706,229670,259062,235725,220368
P20618,PSB1_HUMAN,PSMB1,Proteasome subunit beta type-1,1,1,383232,380381,419422,417483,389283,405767,406676,446126
P20645,MPRD_HUMAN,M6PR,Cation-dependent mannose-6-phosphate receptor,3,3,20757,32663.9,19691.4,29778.2,30869.1,34596.3,26979,20604.7
P20674,COX5A_HUMAN,COX5A,"Cytochrome c oxidase subunit 5A, mitochondrial",1,1,,,,,,,,
P20676,NUP1_YEAST,NUP1,Nucleoporin NUP1,2,2,,,2542.71,,,,,
P20700,LMNB1_HUMAN,LMNB1,Lamin-B1,14,14,890714,987412,995244,964975,913140,1.05E+06,912673,1.03E+06
P20810,ICAL_HUMAN,CAST,Calpastatin,8,8,2.11E+06,2.48E+06,2.23E+06,2.62E+06,1.93E+06,2.50E+06,2.07E+06,2.20E+06
P20839,IMDH1_HUMAN,IMPDH1,Inosine-5'-monophosphate dehydrogenase 1,6,6,61860.2,61874.2,56774.1,66515.7,41785.6,55972.8,58058.2,57704.5
P20851,C4BPB_HUMAN,C4BPB,C4b-binding protein beta chain,1,1,,24196.1,51352.5,83058.1,,,,53431.5
P20962,PTMS_HUMAN,PTMS,Parathymosin,1,1,546854,826241,552121,824099,682799,770109,655816,759785
P20967,ODO1_YEAST,KGD1,"2-oxoglutarate dehydrogenase, mitochondrial",2,2,13329.9,23886.5,16677.4,30098.7,8594.49,11273.6,,15400.6
P21127,CD11B_HUMAN,CDK11B,Cyclin-dependent kinase 11B,10,1,136966,129949,125463,139394,117302,131479,142194,146239
P21147,ACO1_YEAST,OLE1,Acyl-CoA desaturase 1,2,2,,,9467.19,11748,,4879.73,,5675.46
P21151,FADA_ECOLI,fadA,3-ketoacyl-CoA thiolase FadA,4,4,16052.4,10727.3,,15261.9,62805,80394.7,57253.5,68768.7
P21165,PEPQ_ECOLI,pepQ,Xaa-Pro dipeptidase,5,5,122472,139697,125175,120306,477802,574034,482679,559680
P21169,DCOR_ECOLI,speC,Constitutive ornithine decarboxylase,4,4,,,,,14462.7,6297.14,,
P21170,SPEA_ECOLI,speA,Biosynthetic arginine decarboxylase,4,4,,69373.3,48665.9,62506.3,193930,225146,163777,195787
P21177,FADB_ECOLI,fadB,Fatty acid oxidation complex subunit alpha,8,8,44895.5,41512,41889.5,29894.3,166556,130216,114270,172757
P21179,CATE_ECOLI,katE,Catalase HPII,4,4,13062.1,19341.5,11912.4,18364.6,72752.8,90913,81672.8,105374
P21242,PSA7_YEAST,PRE10,Probable proteasome subunit alpha type-7,3,3,133816,152759,144911,146913,69250.1,77368.7,72851.8,72735.3
P21243,PSA1_YEAST,SCL1,Proteasome subunit alpha type-1,6,6,143080,150412,150885,140651,69541.8,55982.1,54096.6,76986.8
P21264,PUR6_YEAST,ADE2,Phosphoribosylaminoimidazole carboxylase,9,9,236288,250806,213295,239234,124741,113119,104647,102699
P21266,GSTM3_HUMAN,GSTM3,Glutathione S-transferase Mu 3,8,7,821030,942635,857857,881385,967928,1.04E+06,1.01E+06,1.11E+06
P21281,VATB2_HUMAN,ATP6V1B2,"V-type proton ATPase subunit B, brain isoform",5,5,157876,169212,157372,155860,125295,148737,146605,178190
P21283,VATC1_HUMAN,ATP6V1C1,V-type proton ATPase subunit C 1,7,7,124394,107888,89583.3,124262,104433,119963,119269,109777
P21291,CSRP1_HUMAN,CSRP1,Cysteine and glycine-rich protein 1,5,5,816180,947471,848243,985542,886452,950173,940518,992795
P21304,PWP1_YEAST,PWP1,Periodic tryptophan protein 1,2,2,,10505.8,,22240.8,,,,
P21306,ATP5E_YEAST,ATP15,"ATP synthase subunit epsilon, mitochondrial",3,3,33545.4,43074,36843,38257.3,12483,22445.1,27644.6,13696.6
P21333,FLNA_HUMAN,FLNA,Filamin-A,45,44,1.46E+06,1.74E+06,1.51E+06,1.65E+06,1.56E+06,1.76E+06,1.59E+06,1.84E+06
P21359,NF1_HUMAN,NF1,Neurofibromin,3,3,8208.74,,,8787.38,7364.22,6472.44,7984.54,6530.39
P21362,YCIF_ECOLI,yciF,Protein YciF,3,3,40984.4,35124.3,39667.4,43134.3,147998,160417,151154,160967
P21367,YCAC_ECOLI,ycaC,Probable hydrolase YcaC,4,4,1.17E+06,1.22E+06,1.11E+06,1.14E+06,4.33E+06,5.30E+06,4.61E+06,4.86E+06
P21369,PNCA_ECOLI,pncA,Nicotinamidase,1,1,4265.26,,,,16486.7,14792.3,20327.6,18576.4
P21373,UTR1_YEAST,UTR1,NAD(+) kinase,2,2,511.135,1198.37,,1457.92,,,,
P21399,ACOHC_HUMAN,ACO1,Cytoplasmic aconitate hydratase,5,5,103718,136247,127511,129015,130110,148674,146911,136659
P21499,RNR_ECOLI,rnr,Ribonuclease R,9,9,23452.7,22331,18886.4,23435,93096.9,107428,93868.7,129021
P21507,SRMB_ECOLI,srmB,ATP-dependent RNA helicase SrmB,3,3,,,,,17768.3,30676.9,28050.6,23582.6
P21513,RNE_ECOLI,rne,Ribonuclease E,9,9,42568.4,49001.8,39557.3,49894.3,202240,235342,209627,221991
P21524,RIR1_YEAST,RNR1,Ribonucleoside-diphosphate reductase large chain 1,3,3,18371.7,24362.3,,18942.3,,,,
P21560,CBP3_YEAST,CBP3,"Protein CBP3, mitochondrial",2,2,4474.4,8417.18,3423,,,,4147.6,3103.23
P21576,VPS1_YEAST,VPS1,Vacuolar protein sorting-associated protein 1,7,7,137674,168568,169702,166850,62818.7,69611.2,60247.6,69988.5
P21589,5NTD_HUMAN,NT5E,5'-nucleotidase,3,3,6838.66,4081.18,4530.59,6001.61,4831,,3900.12,3636.76
P21599,KPYK2_ECOLI,pykA,Pyruvate kinase II,7,7,315514,317183,337805,320971,973927,1.11E+06,1.05E+06,1.15E+06
P21645,LPXD_ECOLI,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,4,4,11472.6,12428.9,,12209.8,64906.4,79632.3,67869.8,71030.5
P21734,UBC1_YEAST,UBC1,Ubiquitin-conjugating enzyme E2 1,2,2,39400.5,49022.1,60810.5,47967.1,20320,19205,19710.7,25204.7
P21796,VDAC1_HUMAN,VDAC1,Non-selective voltage-gated ion channel VDAC1,9,9,1.63E+06,1.87E+06,1.75E+06,1.99E+06,1.86E+06,2.14E+06,1.90E+06,2.07E+06
P21827,RCC1_YEAST,SRM1,Guanine nucleotide exchange factor SRM1,2,2,,34827.8,,,,,5986.78,
P21888,SYC_ECOLI,cysS,Cysteine--tRNA ligase,4,4,31365.9,42649.7,36312.7,35864.7,161623,148173,155433,159036
P21889,SYD_ECOLI,aspS,Aspartate--tRNA ligase,4,4,97932.4,96389.2,100503,97994.7,398848,442669,401316,480376
P21912,SDHB_HUMAN,SDHB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",6,6,345952,336645,260969,264617,345156,312692,290619,315533
P21953,ODBB_HUMAN,BCKDHB,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial",3,3,7264.27,11893.8,,11075.5,7695.16,15792.8,10730.9,10750.5
P21954,IDHP_YEAST,IDP1,"Isocitrate dehydrogenase [NADP], mitochondrial",9,8,202721,266285,216662,247419,93172.2,144621,85447.2,112713
P21965,MCK1_YEAST,MCK1,Protein kinase MCK1,2,2,85085.7,67436.4,78953.3,107438,37368.3,51404.2,32449.2,27778.1
P21980,TGM2_HUMAN,TGM2,Protein-glutamine gamma-glutamyltransferase 2,9,9,736246,900011,729559,831639,770556,829192,814942,835935
P22004,BMP6_HUMAN,BMP6,Bone morphogenetic protein 6,1,1,,,37651.4,,,,,29425.3
P22023,KRE5_YEAST,KRE5,Killer toxin-resistance protein 5,1,1,,,,,,,,
P22033,MUTA_HUMAN,MMUT,"Methylmalonyl-CoA mutase, mitochondrial",9,8,62832.9,55357.6,52539.5,55337.3,53958.2,47773.1,39800,56283.3
P22059,OSBP1_HUMAN,OSBP,Oxysterol-binding protein 1,7,7,96489,107008,113137,110168,101347,121265,108735,112095
P22061,PIMT_HUMAN,PCMT1,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,4,4,27704.6,50744.7,54814,45930.9,56947.8,53048.8,52100.6,42376.8
P22082,SNF2_YEAST,SNF2,Transcription regulatory protein SNF2,1,1,5766.98,,,,,,,
P22087,FBRL_HUMAN,FBL,rRNA 2'-O-methyltransferase fibrillarin,7,5,569889,703430,642488,657873,654426,741186,676546,703066
P22102,PUR2_HUMAN,GART,Trifunctional purine biosynthetic protein adenosine-3,18,18,707944,922425,809705,873473,780714,904217,774114,912375
P22106,ASNB_ECOLI,asnB,Asparagine synthetase B [glutamine-hydrolyzing],2,2,23388.6,39689.5,32072.7,37035.3,160042,153705,134334,188488
P22133,MDHC_YEAST,MDH2,"Malate dehydrogenase, cytoplasmic",3,3,21518.2,28871.7,27398.8,24295.6,22394.1,27918.5,,
P22137,CLH_YEAST,CHC1,Clathrin heavy chain,20,20,476340,548649,480246,497928,252344,271494,234451,253754
P22138,RPA2_YEAST,RPA135,DNA-directed RNA polymerase I subunit RPA135,7,7,12459.2,25310.4,20068,22412.2,3875.65,8131.5,6163.33,
P22139,RPAB5_YEAST,RPB10,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",1,1,51221.2,38061.4,37546.4,,24688.7,25294.9,,22729
P22141,PSB4_YEAST,PRE1,Proteasome subunit beta type-4,1,1,233350,222045,202658,266496,105047,103342,110132,101711
P22146,GAS1_YEAST,GAS1,"1,3-beta-glucanosyltransferase GAS1",4,4,142832,156100,145117,178211,65765.7,85637,72783.6,77049.3
P22147,XRN1_YEAST,XRN1,5'-3' exoribonuclease 1,9,9,133010,183807,149916,149994,68108.9,76321.4,94843.7,48128.2
P22188,MURE_ECOLI,murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",1,1,10050.5,,,,15456.9,13618.3,22908.7,14330.5
P22202,HSP74_YEAST,SSA4,Heat shock protein SSA4,1,1,,2430.03,,,,,,
P22203,VATE_YEAST,VMA4,V-type proton ATPase subunit E,9,9,902085,981470,881829,982956,453515,525665,460590,532212
P22211,NPR1_YEAST,NPR1,Nitrogen permease reactivator protein,3,3,,,1550.67,,,,,
P22213,SLY1_YEAST,SLY1,Protein SLY1,1,1,,,,17086,,,,9661.42
P22217,TRX1_YEAST,TRX1,Thioredoxin-1,3,3,644015,656894,627301,635265,266410,297887,282599,333284
P22224,SEC15_YEAST,SEC15,Exocyst complex component SEC15,1,1,,,,3673.96,,,,
P22234,PUR6_HUMAN,PAICS,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,6,6,900492,946954,936610,1.00E+06,901380,994137,898882,1.09E+06
P22255,CYSQ_ECOLI,cysQ,"3'(2'),5'-bisphosphate nucleotidase CysQ",3,3,20710.7,,24931.2,16321.1,121554,127503,94021.3,116911
P22256,GABT_ECOLI,gabT,4-aminobutyrate aminotransferase GabT,8,8,267601,267702,231707,245034,1.06E+06,1.28E+06,1.14E+06,1.37E+06
P22259,PCKA_ECOLI,pckA,Phosphoenolpyruvate carboxykinase (ATP),9,9,268586,274517,260552,268225,1.10E+06,1.17E+06,1.08E+06,1.18E+06
P22276,RPC2_YEAST,RET1,DNA-directed RNA polymerase III subunit RPC2,2,2,3350.21,,3675.99,,,,,
P22307,SCP2_HUMAN,SCP2,Sterol carrier protein 2,4,4,288614,294747,298435,286648,283713,295702,257909,324113
P22314,UBA1_HUMAN,UBA1,Ubiquitin-like modifier-activating enzyme 1,11,11,2.29E+06,2.64E+06,2.39E+06,2.64E+06,2.29E+06,2.58E+06,2.24E+06,2.66E+06
P22333,ADD_ECOLI,add,Adenosine deaminase,3,3,107768,114517,102157,114054,415204,460620,417578,507380
P22336,RFA1_YEAST,RFA1,Replication factor A protein 1,4,4,66116.6,87048.9,72093.6,72788.2,46007.2,55098,45190.9,50395.4
P22352,GPX3_HUMAN,GPX3,Glutathione peroxidase 3,1,1,,,,,,,,
P22415,USF1_HUMAN,USF1,Upstream stimulatory factor 1,1,1,3259.13,,,2639.43,,,3891.89,
P22515,UBA1_YEAST,UBA1,Ubiquitin-activating enzyme E1 1,15,15,764472,901404,848352,919548,554280,694343,570564,808630
P22517,KCC2_YEAST,CMK2,Calcium/calmodulin-dependent protein kinase II,4,4,546286,614313,626804,745215,297180,243732,287517,399499
P22523,MUKB_ECOLI,mukB,Chromosome partition protein MukB,6,6,,18431.3,,,26929.4,27976.8,43049.7,39499.4
P22524,MUKE_ECOLI,mukE,Chromosome partition protein MukE,1,1,,,,,271542,161324,210508,150982
P22525,YCBB_ECOLI,ycbB,"Probable L,D-transpeptidase YcbB",2,2,,,,,12534.4,10047.3,,7815.71
P22570,ADRO_HUMAN,FDXR,"NADPH:adrenodoxin oxidoreductase, mitochondrial",1,1,,,,6516.42,,5346.43,,8733.93
P22579,SIN3_YEAST,SIN3,Transcriptional regulatory protein SIN3,6,6,4267.26,4109.6,3626.01,2048.65,,,,
P22626,ROA2_HUMAN,HNRNPA2B1,Heterogeneous nuclear ribonucleoproteins A2/B1,7,7,1.08E+07,1.23E+07,1.06E+07,1.26E+07,1.10E+07,1.25E+07,1.08E+07,1.24E+07
P22670,RFX1_HUMAN,RFX1,MHC class II regulatory factor RFX1,2,2,4145.22,5152.3,,,,,,6551.77
P22681,CBL_HUMAN,CBL,E3 ubiquitin-protein ligase CBL,3,3,17312.9,,,,22823.6,36128.9,,
P22695,QCR2_HUMAN,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial",5,5,141033,189769,160681,181539,182163,193512,203492,213168
P22696,ESS1_YEAST,ESS1,Peptidyl-prolyl cis-trans isomerase ESS1,1,1,122426,132980,124493,106674,52465.6,61815.2,63357.5,69913
P22768,ASSY_YEAST,ARG1,Argininosuccinate synthase,2,2,42173.1,42170.3,43457.3,40693.4,19313.3,17070.6,,
P22803,TRX2_YEAST,TRX2,Thioredoxin-2,5,4,2.48E+06,3.16E+06,2.54E+06,2.72E+06,1.22E+06,1.44E+06,1.29E+06,1.54E+06
P22830,HEMH_HUMAN,FECH,"Ferrochelatase, mitochondrial",3,3,60498,60154.9,66027.6,80546.5,63644.2,70649.6,73833.3,70560.8
P22855,MAN1_YEAST,AMS1,Alpha-mannosidase,10,10,28882.5,32394.6,24681.3,30173.9,13308.2,13228.2,14619.2,16070.6
P22939,ISPA_ECOLI,ispA,Farnesyl diphosphate synthase,1,1,,,,,7055.35,12881.5,10587.8,
P22943,HSP12_YEAST,HSP12,12 kDa heat shock protein,3,3,1.23E+06,1.57E+06,1.31E+06,1.47E+06,649494,701117,633236,794204
P23003,TRMA_ECOLI,trmA,tRNA/tmRNA (uracil-C(5))-methyltransferase,1,1,,,,,,13407.9,,
P23142,FBLN1_HUMAN,FBLN1,Fibulin-1,4,4,82210.5,90939.3,89151.7,102506,94243.5,80281.6,86318.8,105421
P23173,TNAB_ECOLI,tnaB,Low affinity tryptophan permease,1,1,103974,77722.3,79320.2,92767.9,269424,305748,324048,289720
P23180,AIM17_YEAST,AIM17,Probable oxidoreductase AIM17,3,3,105846,123836,119590,115678,40909.1,44132.2,43965.6,38625.3
P23193,TCEA1_HUMAN,TCEA1,Transcription elongation factor A protein 1,8,6,176459,199051,170575,194147,184566,215817,170975,185376
P23200,MGLC_ECOLI,mglC,Galactose/methyl galactoside import permease protein MglC,1,1,,,,,136267,225668,139070,158005
P23201,SPA2_YEAST,SPA2,Protein SPA2,3,3,7916.71,3728.54,6475.87,4369.2,,3687.61,,
P23219,PGH1_HUMAN,PTGS1,Prostaglandin G/H synthase 1,2,2,25733.8,19158.9,,30963.1,29296.9,38017.8,10804,26133.9
P23229,ITA6_HUMAN,ITGA6,Integrin alpha-6,13,13,14041,17783.5,17180.3,15148.8,19204.9,20921.4,13054.5,18708.1
P23246,SFPQ_HUMAN,SFPQ,"Splicing factor, proline- and glutamine-rich",9,9,487840,562064,491132,590428,530035,566044,492616,534582
P23248,RS3A2_YEAST,RPS1B,Small ribosomal subunit protein eS1B,4,1,815263,925697,925231,906156,415863,506540,457140,399882
P23254,TKT1_YEAST,TKL1,Transketolase 1,10,10,505464,628363,562901,589756,286795,301155,289451,326127
P23256,MALY_ECOLI,malY,Protein MalY,3,3,,,,,1287.08,3771.02,1253.69,3124.34
P23258,TBG1_HUMAN,TUBG1,Tubulin gamma-1 chain,5,1,191000,208003,216400,235142,231368,236428,197197,211704
P23284,PPIB_HUMAN,PPIB,Peptidyl-prolyl cis-trans isomerase B,7,7,4.19E+06,5.17E+06,4.27E+06,5.24E+06,4.56E+06,5.50E+06,4.53E+06,5.45E+06
P23287,PP2B1_YEAST,CNA1,Serine/threonine-protein phosphatase 2B catalytic subunit A1,4,4,5331.21,7643.31,6135.28,7041.99,2753.07,,,2801.64
P23291,KC11_YEAST,YCK1,Casein kinase I homolog 1,2,1,,40229.6,54692.8,56042.4,23129.5,,,15854.8
P23292,KC12_YEAST,YCK2,Casein kinase I homolog 2,3,3,9402.3,10177.8,11410,13592.7,5857.15,,8364.79,7783.41
P23301,IF5A1_YEAST,HYP2,Eukaryotic translation initiation factor 5A-1,1,1,208354,293778,129984,294238,112362,166155,152105,155617
P23331,KITH_ECOLI,tdk,Thymidine kinase,2,2,,,,4695.02,,10881,7145.05,11075
P23337,GYS1_YEAST,GSY1,Glycogen [starch] synthase isoform 1,1,1,,,,,,,,
P23368,MAOM_HUMAN,ME2,"NAD-dependent malic enzyme, mitochondrial",6,6,57060.8,49942.4,54694.6,45609.7,73456.5,59442.6,51985.5,90660.2
P23381,SYWC_HUMAN,WARS1,"Tryptophan--tRNA ligase, cytoplasmic",6,6,749303,881022,732765,667099,821763,907082,802930,996371
P23396,RS3_HUMAN,RPS3,Small ribosomal subunit protein uS3,8,8,3.04E+06,3.48E+06,3.05E+06,3.38E+06,3.09E+06,3.70E+06,3.11E+06,3.61E+06
P23434,GCSH_HUMAN,GCSH,"Glycine cleavage system H protein, mitochondrial",1,1,69418.5,78861.8,93694.4,94017.1,115382,105856,104259,121575
P23497,SP100_HUMAN,SP100,Nuclear autoantigen Sp-100,3,2,5776.49,18564.8,5744.8,,,,,
P23522,GARL_ECOLI,garL,5-keto-4-deoxy-D-glucarate aldolase,1,1,,12301,,,30040.6,31198,28840.2,33018.8
