Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,150H100Y_1,150H100Y_2,150H100Y_3,200H50Y_1,200H50Y_2,200H50Y_3,240H10Y_1,240H10Y_2,240H10Y_3
O14617,AP3D1_HUMAN,AP3D1,AP-3 complex subunit delta-1,21,21,76385.1,55964.6,56938.4,64298.5,83816,73464.2,65950.8,64738.7,58528.4
O14618,CCS_HUMAN,CCS,Copper chaperone for superoxide dismutase,2,2,65599.4,65583.8,63281.5,80779.1,86697.8,84749.5,58616.6,79876.7,67831.2
O14639,ABLM1_HUMAN,ABLIM1,Actin-binding LIM protein 1,5,5,26538.7,25001,20239.7,21750.8,29632.2,22354.1,27833.7,28896.1,21925.7
O14640;P54792,DVL1_HUMAN;DVLP1_HUMAN,DVL1;DVL1P1,Segment polarity protein dishevelled homolog DVL-1,2,0,2003.17,,2548.73,2118.28,3915.87,3716.7,4318.36,4757.71,3723.87
O14641,DVL2_HUMAN,DVL2,Segment polarity protein dishevelled homolog DVL-2,2,1,,,,18616.9,28976.2,31377.5,25668,24506.5,32578.5
O14646,CHD1_HUMAN,CHD1,Chromodomain-helicase-DNA-binding protein 1,8,7,32595.7,31051,28440.9,40865.3,47670.8,38773.5,31917.8,30433.4,25320.6
O14647,CHD2_HUMAN,CHD2,Chromodomain-helicase-DNA-binding protein 2,6,6,21822.5,16390.8,19037.5,21198.1,26436.4,30946.4,20927.4,20087.3,15953.4
O14653,GOSR2_HUMAN,GOSR2,Golgi SNAP receptor complex member 2,1,1,66927.1,45590.5,30671.2,74162.4,85230.6,96099.2,49005.2,51458.3,45570.4
O14656,TOR1A_HUMAN,TOR1A,Torsin-1A,6,6,92556.6,71425.7,67808.5,73100.7,98968.6,87941.1,80026.8,87108.2,86640.9
O14657,TOR1B_HUMAN,TOR1B,Torsin-1B,3,3,227550,233322,241325,191704,272817,234707,225553,260608,273898
O14662,STX16_HUMAN,STX16,Syntaxin-16,2,2,23531.4,25490.4,26522.8,26991.6,36534.9,31526.2,26158.8,36718.8,26979.2
O14672,ADA10_HUMAN,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10,6,6,22545.5,26882.3,21994.1,29296.4,37529.9,32441.4,32139.7,28785.4,26741.9
O14678,ABCD4_HUMAN,ABCD4,Lysosomal cobalamin transporter ABCD4,1,1,673.431,,3737.9,,1831.29,3142.49,2462.33,3843.63,1042.37
O14681,EI24_HUMAN,EI24,Etoposide-induced protein 2.4 homolog,3,3,33509.5,16378.1,20556.5,25264.5,23862.6,22345.9,22173,21184.8,22166.1
O14715,RGPD8_HUMAN,RGPD8,RANBP2-like and GRIP domain-containing protein 8,1,1,,,,1123.68,,,,848.311,
O14727,APAF_HUMAN,APAF1,Apoptotic protease-activating factor 1,7,7,49150.7,52606.6,45437.6,43162.6,59401.7,65393.8,46684.6,53557.7,47887.6
O14730,RIOK3_HUMAN,RIOK3,Serine/threonine-protein kinase RIO3,3,3,24164.5,28343.2,17877.6,21478.7,29971.4,26639.4,22967.3,22369.8,23579.3
O14732,IMPA2_HUMAN,IMPA2,Inositol monophosphatase 2,5,5,107615,99989.3,91057.6,119062,142549,117689,113402,135188,108914
O14733,MP2K7_HUMAN,MAP2K7,Dual specificity mitogen-activated protein kinase kinase 7,3,3,12286.4,13597.1,10154.6,18541.4,15758.6,16959.2,12864.9,13966.3,17362.7
O14734,ACOT8_HUMAN,ACOT8,Acyl-coenzyme A thioesterase 8,6,6,35813.6,38260,34848.5,46556.1,48317,47340.8,42496,44295.7,41238.1
O14735,CDIPT_HUMAN,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,3,3,14115.9,23014.4,20048,23431.9,18933.5,23797.5,21917.4,22176.8,19286.4
O14737,PDCD5_HUMAN,PDCD5,Programmed cell death protein 5,7,7,283357,238753,239398,206343,344360,298688,264714,269639,263894
O14744,ANM5_HUMAN,PRMT5,Protein arginine N-methyltransferase 5,5,5,36758.6,48954.6,36260.4,32556.3,68819.2,62664.3,45754.6,53246.7,50328.2
O14745,NHRF1_HUMAN,NHERF1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,7,7,257846,301298,275522,269889,370624,356619,271009,281862,300890
O14757,CHK1_HUMAN,CHEK1,Serine/threonine-protein kinase Chk1,2,2,,,,8750.11,10560.4,,,,
O14763,TR10B_HUMAN,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,2,2,7318.08,5079.48,,6954.62,6750.51,,7067.91,7433.61,9603.61
O14772,FPGT_HUMAN,FPGT,Fucose-1-phosphate guanylyltransferase,3,3,7917.06,9080.92,9537.55,8609.77,15603.2,11029.3,6386.83,11175.2,11222.5
O14773,TPP1_HUMAN,TPP1,Tripeptidyl-peptidase 1,1,1,86196.6,92043.1,69310.5,62323.1,102525,104941,94643.6,87428.4,83665.8
O14776,TCRG1_HUMAN,TCERG1,Transcription elongation regulator 1,18,17,141145,127010,130430,140566,159377,153266,136768,146652,135239
O14777,NDC80_HUMAN,NDC80,Kinetochore protein NDC80 homolog,10,10,22241.3,21371,23865,27238.2,36003.2,31052.2,25506.1,25738.7,24233.2
O14786,NRP1_HUMAN,NRP1,Neuropilin-1,1,1,,11711,6027.55,13451.7,,,3285.89,8604.28,7899.92
O14787,TNPO2_HUMAN,TNPO2,Transportin-2,5,5,40588.3,34349.5,36681.7,40105.5,55048.5,42222,45762.6,41616.6,34372.6
O14795,UN13B_HUMAN,UNC13B,Protein unc-13 homolog B,4,3,3271.81,4942.02,4427.27,5080.44,6367.4,9353.35,4366.33,5195.81,7460.78
O14802,RPC1_HUMAN,POLR3A,DNA-directed RNA polymerase III subunit RPC1,13,13,29913.8,27094.8,21581,27217.1,35422.6,31788.1,24123,24798.2,23158.1
O14817,TSN4_HUMAN,TSPAN4,Tetraspanin-4,1,1,21790.4,30692.7,,,34376,31643.7,30558,30048.6,42031.5
O14818,PSA7_HUMAN,PSMA7,Proteasome subunit alpha type-7,5,4,83634.2,74214.4,67202.5,98559.1,137379,121845,100621,82763.8,101762
O14828,SCAM3_HUMAN,SCAMP3,Secretory carrier-associated membrane protein 3,3,3,235983,199953,202401,266627,367033,353044,215585,206543,191048
O14841,OPLA_HUMAN,OPLAH,5-oxoprolinase,1,1,,,,,,,3831.11,,
O14867,BACH1_HUMAN,BACH1,Transcription regulator protein BACH1,1,1,,5503.07,,3588,,5235.53,,5246.42,7233.37
O14874,BCKD_HUMAN,BCKDK,Branched-chain alpha-ketoacid dehydrogenase kinase,2,2,11098.7,8858.06,7361.79,8834.12,9918.92,10973.5,8222.36,8620.52,7871.12
O14880,MGST3_HUMAN,MGST3,"Glutathione S-transferase 3, mitochondrial",1,1,12081.1,10280.2,9023.17,10893.3,13936.4,13393.3,14238.4,15414.1,9247.9
O14893,GEMI2_HUMAN,GEMIN2,Gem-associated protein 2,3,3,56190.4,57121.9,59639,52160.5,61351.1,62333.9,65356.8,82042.9,71275.3
O14907,TX1B3_HUMAN,TAX1BP3,Tax1-binding protein 3,2,2,44549.7,27991.8,29597.5,31022.2,35448.4,38601.2,26474.6,38910.7,35311.5
O14908,GIPC1_HUMAN,GIPC1,PDZ domain-containing protein GIPC1,6,5,82675.9,77184.6,63418.9,88256.4,112879,100103,73009.7,96970.4,84092.4
O14920,IKKB_HUMAN,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,9,9,16316.4,20343.9,23012.1,18198,30498.4,24249.9,19306.6,25438,21523.6
O14925,TIM23_HUMAN,TIMM23,Mitochondrial import inner membrane translocase subunit Tim23,4,3,53168.8,38326.9,31976.3,41393.1,48527.8,38719.9,47247.9,38679.6,40945.6
O14929,HAT1_HUMAN,HAT1,Histone acetyltransferase type B catalytic subunit,4,4,254487,231796,203148,231994,309360,253830,226362,237305,229700
O14936,CSKP_HUMAN,CASK,Peripheral plasma membrane protein CASK,6,6,20788.1,23735.4,21293,24734.2,31152.4,29448.5,25608.2,23339.6,28992.9
O14949,QCR8_HUMAN,UQCRQ,Cytochrome b-c1 complex subunit 8,1,1,28809.1,38279.1,37696.3,34050.5,42641.3,37760.9,39717.4,33914.7,39848.9
O14950;P19105,ML12A_HUMAN;ML12B_HUMAN,MYL12A;MYL12B,Myosin regulatory light chain 12B,6,0,693591,579842,516194,751192,870120,752583,575347,596323,572032
O14957,QCR10_HUMAN,UQCR11,Cytochrome b-c1 complex subunit 10,1,1,7817.88,7590.74,4678.77,,,,8059.73,3944.55,
O14964,HGS_HUMAN,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,6,6,100039,118994,95611.8,104702,142976,133116,95346.9,124149,127546
O14965,AURKA_HUMAN,AURKA,Aurora kinase A,2,2,11414.2,12856.2,20364.7,13391,19983.5,22824.6,20960.9,18125.3,16825.4
O14967,CLGN_HUMAN,CLGN,Calmegin,1,1,179.115,257.657,,356.024,488.692,216.179,,,
O14972,VP26C_HUMAN,VPS26C,Vacuolar protein sorting-associated protein 26C,2,2,,5532.51,9030.73,,4363.24,5387.09,6772,7342.83,7250.22
O14974,MYPT1_HUMAN,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A,16,16,63966.8,69569.4,72792.5,70220.9,85561.6,82391,65198.7,80632.8,72182.1
O14975,S27A2_HUMAN,SLC27A2,Long-chain fatty acid transport protein 2,17,17,368174,357436,329511,360281,474035,429582,364420,357542,343213
O14976,GAK_HUMAN,GAK,Cyclin-G-associated kinase,10,10,17356.6,18457.7,18893.5,19139.3,23898.2,20333.3,18273.2,19033.3,20747.8
O14979,HNRDL_HUMAN,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,4,4,294215,243231,252663,215074,381542,339456,342637,298670,263664
O14980,XPO1_HUMAN,XPO1,Exportin-1,17,16,1.10E+06,971072,948860,1.01E+06,1.31E+06,1.18E+06,1.02E+06,1.08E+06,1.06E+06
O14981,BTAF1_HUMAN,BTAF1,TATA-binding protein-associated factor 172,15,15,33014.7,29628.1,34343.4,28309.6,40930.6,33882.2,26906,31203.7,31364.5
O15013,ARHGA_HUMAN,ARHGEF10,Rho guanine nucleotide exchange factor 10,7,7,8762.48,6695.38,8996.11,8740.24,9230.67,7210.73,11910.6,8382.46,9207.59
O15014,ZN609_HUMAN,ZNF609,Zinc finger protein 609,5,5,4458.15,6497.7,4917.25,7317.87,11100,4726.71,5089.37,6469.42,6480.08
O15015,ZN646_HUMAN,ZNF646,Zinc finger protein 646,2,2,3982.24,,1386.87,,3953.82,2458.39,1505.74,,2211.04
O15020,SPTN2_HUMAN,SPTBN2,"Spectrin beta chain, non-erythrocytic 2",27,27,28533.4,27626.2,25182.8,28628.6,37207.2,34362.5,30665.2,29400.2,28063.2
O15027,SC16A_HUMAN,SEC16A,Protein transport protein Sec16A,20,20,110173,127471,125031,117346,140409,146821,117646,139655,126927
O15031,PLXB2_HUMAN,PLXNB2,Plexin-B2,11,11,66150.7,58252.2,58574.3,66000.9,84460.8,66607.4,53225.7,56763.6,62337.1
O15037,KHNYN_HUMAN,KHNYN,Protein KHNYN,2,2,755.891,,1518.89,792.058,1363.35,1688.72,1074.55,1665.35,979.438
O15042,SR140_HUMAN,U2SURP,U2 snRNP-associated SURP motif-containing protein,9,9,155028,159541,136043,137632,195018,166481,156438,163052,143967
O15047,SET1A_HUMAN,SETD1A,Histone-lysine N-methyltransferase SETD1A,7,7,7638.82,8859.72,8286.13,8910.53,9951.76,12207.2,6402.72,9599.71,9270.76
O15056,SYNJ2_HUMAN,SYNJ2,Synaptojanin-2,3,3,3651.26,4246.46,4051.11,3342.74,6755.01,,3726.85,4241.47,4648.3
O15061,SYNEM_HUMAN,SYNM,Synemin,7,7,8905.19,9165.52,10638.5,12674.3,11239.6,13110.7,8784.37,10421.9,9204.54
O15066,KIF3B_HUMAN,KIF3B,Kinesin-like protein KIF3B,7,4,9549.07,10634.3,10563,12466.2,16814.1,12889.3,12589.9,12420.9,11263.5
O15067,PUR4_HUMAN,PFAS,Phosphoribosylformylglycinamidine synthase,22,22,282251,262812,243753,277497,361338,301490,278641,301228,253884
O15084,ANR28_HUMAN,ANKRD28,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,6,4,37108.4,32752.8,31229.9,32644.7,38712,39490.8,26338.9,33431.7,31911.5
O15085,ARHGB_HUMAN,ARHGEF11,Rho guanine nucleotide exchange factor 11,3,3,3391.06,4650.96,3624.72,2948.78,3484.73,4392.03,3941.56,3105.18,3240.49
O15111,IKKA_HUMAN,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,11,11,16023.7,22906.2,12624.3,20237.5,26522.1,25747.3,21181.7,20882,22255.1
O15116,LSM1_HUMAN,LSM1,U6 snRNA-associated Sm-like protein LSm1,2,2,29741.2,14934.4,17946.2,12356.6,22883.2,24358,21214.9,16143.4,16644.9
O15118,NPC1_HUMAN,NPC1,NPC intracellular cholesterol transporter 1,5,5,94612.7,109968,106226,110023,142628,133728,76320.5,120731,106156
O15119,TBX3_HUMAN,TBX3,T-box transcription factor TBX3,3,3,6024.82,8311.18,10164.4,8755.43,11059.9,9772.93,8773.73,9666.03,9599.33
O15120,PLCB_HUMAN,AGPAT2,1-acyl-sn-glycerol-3-phosphate acyltransferase beta,3,3,51685.6,42770.4,36203.3,52351.1,62948.2,43783.7,40359,48181.8,42830.6
O15126,SCAM1_HUMAN,SCAMP1,Secretory carrier-associated membrane protein 1,2,2,37545.6,28741.2,35792.8,35844,52928.2,40117.1,36789.5,66658.4,56713.8
O15127,SCAM2_HUMAN,SCAMP2,Secretory carrier-associated membrane protein 2,3,3,68018.4,40079,57308.3,51097.2,79453.5,58866.6,58568.2,56919.6,53865.3
O15143,ARC1B_HUMAN,ARPC1B,Actin-related protein 2/3 complex subunit 1B,5,5,252546,218285,239348,248495,305877,297465,248522,273721,258553
O15144,ARPC2_HUMAN,ARPC2,Actin-related protein 2/3 complex subunit 2,11,11,438357,440313,396208,461440,575464,550928,390656,438068,446576
O15145,ARPC3_HUMAN,ARPC3,Actin-related protein 2/3 complex subunit 3,4,4,247296,304569,314688,274033,351939,369256,288136,333479,262048
O15156,ZBT7B_HUMAN,ZBTB7B,Zinc finger and BTB domain-containing protein 7B,3,3,10835.7,12291.5,11821.5,13720.2,15840.2,16306.2,14380.7,13735.4,12590.4
O15160,RPAC1_HUMAN,POLR1C,DNA-directed RNA polymerases I and III subunit RPAC1,7,7,94680.8,64997.2,60671.1,76369.3,109354,90745.1,78302.2,81059.4,72582.3
O15164,TIF1A_HUMAN,TRIM24,Transcription intermediary factor 1-alpha,5,5,18263.5,18526.4,17170.9,16222.9,29386.6,23470.2,20294.5,22941.6,19828.3
O15173,PGRC2_HUMAN,PGRMC2,Membrane-associated progesterone receptor component 2,3,2,454669,348383,320281,350164,525836,437732,380982,398093,368151
O15182,CETN3_HUMAN,CETN3,Centrin-3,1,1,2579.62,,2712.95,3830.18,,,4210.06,5032.99,6503.15
O15212,PFD6_HUMAN,PFDN6,Prefoldin subunit 6,5,5,375906,371057,315503,356287,543742,432874,328857,379263,376460
O15213,WDR46_HUMAN,WDR46,WD repeat-containing protein 46,8,8,68432.3,66430.5,57933.2,58391.6,79416,77286.3,59420.5,61931.8,65972.6
O15226,NKRF_HUMAN,NKRF,NF-kappa-B-repressing factor,11,11,91715,81281.3,72709.5,97594.1,121458,111506,78670.6,85793.7,85834.3
O15228,GNPAT_HUMAN,GNPAT,Dihydroxyacetone phosphate acyltransferase,3,3,33576.1,33870.1,33767.9,34054.1,36461.8,33949.6,29402.2,37194.7,35238
O15230,LAMA5_HUMAN,LAMA5,Laminin subunit alpha-5,12,12,11209.1,13859.6,16079.4,15933.5,15995.8,15350.1,11697.7,13498.9,14742.4
O15231,ZN185_HUMAN,ZNF185,Zinc finger protein 185,8,8,5284.98,7202.69,7826.18,6489.26,10113.2,7503.67,6655.56,8932.81,8652.84
O15235,RT12_HUMAN,MRPS12,Small ribosomal subunit protein uS12m,2,2,7993.99,9455.23,10238.8,10614.8,11672.7,10681,7320.07,8539.39,7408.23
O15243,OBRG_HUMAN,LEPROT,Leptin receptor gene-related protein,1,1,1499.83,,2056.79,2035.64,3381.77,2575.33,,2010.67,1713.33
O15258,RER1_HUMAN,RER1,Protein RER1,3,3,64764.4,92311.7,89247.3,89686.5,104602,104806,106588,109966,119890
O15260,SURF4_HUMAN,SURF4,Surfeit locus protein 4,3,3,192883,157336,162620,195698,226276,212787,164900,161030,165412
O15269,SPTC1_HUMAN,SPTLC1,Serine palmitoyltransferase 1,3,3,43120,31426,33719.9,43445.6,59193.2,54515.9,35829.6,35074.4,44605.6
O15270,SPTC2_HUMAN,SPTLC2,Serine palmitoyltransferase 2,7,7,39269,44700.4,45031.4,40165,56988.4,53945.3,44422.1,52197.4,52062.7
O15287,FANCG_HUMAN,FANCG,Fanconi anemia group G protein,4,4,2269.82,3530.98,5325.68,3043.27,3360.03,3413.76,2650.49,4130.05,4526.31
O15294,OGT1_HUMAN,OGT,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,10,10,89637.3,81875,72825.5,91658.7,115180,102595,81574,93160.7,89737.1
O15297,PPM1D_HUMAN,PPM1D,Protein phosphatase 1D,2,2,440.016,580.18,541.065,356.096,,4729.28,656.371,1240.91,775.381
O15304,SIVA_HUMAN,SIVA1,Apoptosis regulatory protein Siva,2,2,6400.35,,2160.54,4030.74,9024.65,3551.01,4662.39,4241.01,4358.54
O15305,PMM2_HUMAN,PMM2,Phosphomannomutase 2,2,2,149420,163154,171809,146071,197239,192724,143908,193668,169763
O15315,RA51B_HUMAN,RAD51B,DNA repair protein RAD51 homolog 2,3,3,,3963.34,3310.9,,,6453.87,2934.12,2674.06,3359.67
O15318,RPC7_HUMAN,POLR3G,DNA-directed RNA polymerase III subunit RPC7,2,2,8719.53,10502,8454.93,11834.5,6975.07,11399.1,8321.23,6877.85,
O15321,TM9S1_HUMAN,TM9SF1,Transmembrane 9 superfamily member 1,3,3,78736.7,64086.2,53952.3,64116.6,82464.3,58957.2,58877,59667.5,62247.8
O15344,TRI18_HUMAN,MID1,E3 ubiquitin-protein ligase Midline-1,7,7,16354.7,15311.4,11694.4,14681.7,21873.6,19305.5,16789.9,17596.6,11716
O15347,HMGB3_HUMAN,HMGB3,High mobility group protein B3,3,3,581185,493641,507161,647651,680657,580113,445879,522717,483604
O15355,PPM1G_HUMAN,PPM1G,Protein phosphatase 1G,7,7,226801,220746,222256,198647,291253,267110,236045,254784,239485
O15357,SHIP2_HUMAN,INPPL1,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2",18,18,100604,98975.8,103067,90230.5,134992,128919,90079.8,106622,105889
O15360,FANCA_HUMAN,FANCA,Fanconi anemia group A protein,2,2,,3268.42,5202.73,4932.46,3161.74,,1567.21,1574.4,3261.29
O15371,EIF3D_HUMAN,EIF3D,Eukaryotic translation initiation factor 3 subunit D,6,6,407540,421881,441292,437851,542170,499798,368206,502831,498291
O15372,EIF3H_HUMAN,EIF3H,Eukaryotic translation initiation factor 3 subunit H,6,6,519416,471624,519931,521725,690686,711055,484854,609384,547036
O15379,HDAC3_HUMAN,HDAC3,Histone deacetylase 3,4,4,23698,26005,34147.6,25425.5,37706.5,32801.1,24378.2,29765.6,32074.9
O15381,NVL_HUMAN,NVL,Nuclear valosin-containing protein-like,16,16,48283.4,46000.1,40619.4,49742.9,59583.6,57226.6,42839.1,49844.2,50700.7
O15382,BCAT2_HUMAN,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",7,7,150612,126794,110300,178263,195086,174787,125466,142216,127305
O15397,IPO8_HUMAN,IPO8,Importin-8,7,7,73906,94923.2,87569.1,94419.1,111591,121148,91612.7,95446.6,95485.6
O15400,STX7_HUMAN,STX7,Syntaxin-7,4,4,27110.4,29841.7,24562.7,29528.4,40081.3,35293.6,31685.1,33465.8,30926.8
O15403,MOT7_HUMAN,SLC16A6,Monocarboxylate transporter 7,3,3,47969.3,50269,35561.8,50182.2,49196.5,54854.9,38087.6,49500,45460.7
O15427,MOT4_HUMAN,SLC16A3,Monocarboxylate transporter 4,6,6,552485,643459,669889,620920,812858,910536,721029,781344,741322
O15431,COPT1_HUMAN,SLC31A1,High affinity copper uptake protein 1,1,1,11956.9,13729.1,,,17421.2,19687.2,5697.09,10500.4,16146.5
O15438,MRP3_HUMAN,ABCC3,ATP-binding cassette sub-family C member 3,8,7,16169.9,16043.7,13872,14209.3,18793.9,17826.5,15046.5,17175,18175
O15439,MRP4_HUMAN,ABCC4,ATP-binding cassette sub-family C member 4,4,4,3795.67,6573.07,3568,5737.68,6677.39,9159.93,4952.03,5592.72,5613.68
O15440,MRP5_HUMAN,ABCC5,ATP-binding cassette sub-family C member 5,2,2,2148.78,2376.8,,,3074.33,1645.34,2352.4,2227.33,2260.86
O15446,RPA34_HUMAN,POLR1G,DNA-directed RNA polymerase I subunit RPA34,3,3,56499.4,54940.5,49847.2,58332.4,71334.8,48993.6,45581.4,49070.4,46744.1
O15460,P4HA2_HUMAN,P4HA2,Prolyl 4-hydroxylase subunit alpha-2,6,6,19628.3,19042.8,16165.2,15893.4,19467,22217.5,17415.4,19470.1,20644.6
O15498,YKT6_HUMAN,YKT6,Synaptobrevin homolog YKT6,2,2,58159.4,60104.2,95546.6,59442.5,95586,76583.9,78488.4,73492.7,74217
O15504,NUP42_HUMAN,NUP42,Nucleoporin NUP42,4,4,21217.8,21544.5,23892.2,27698.6,29206,26199.2,19592,27212.3,23888.4
O15511,ARPC5_HUMAN,ARPC5,Actin-related protein 2/3 complex subunit 5,3,3,177948,145912,143492,197729,211182,175710,153052,144848,163838
O15525,MAFG_HUMAN,MAFG,Transcription factor MafG,4,3,20773.7,14773,19885.5,19915.4,19250.9,16399.9,16332.5,20136.8,19383.4
O15530,PDPK1_HUMAN,PDPK1,3-phosphoinositide-dependent protein kinase 1,9,1,15480.6,17031,15947.4,16282.7,19475.7,22851.5,15877.7,14563.9,17790
O15533,TPSN_HUMAN,TAPBP,Tapasin,2,2,105453,116256,113495,100693,125418,138520,117661,143391,163150
O15541,R113A_HUMAN,RNF113A,E3 ubiquitin-protein ligase RNF113A,5,4,60624.1,47317,48120.9,60731.8,59951.6,60020.9,57221.8,62226.2,62962.1
O15550,KDM6A_HUMAN,KDM6A,Lysine-specific demethylase 6A,3,1,,,,889.34,2127.31,,733.385,775.151,735.84
O15554,KCNN4_HUMAN,KCNN4,Intermediate conductance calcium-activated potassium channel protein 4,2,2,6036.74,2778.41,,3108.91,7872.59,7310.45,4954.08,4456.07,4116.87
O43137,YB085_YEAST,YBR085C-A,Uncharacterized protein YBR085C-A,2,2,702930,616807,580453,281704,327572,264166,83433.6,62924,60174
O43143,DHX15_HUMAN,DHX15,ATP-dependent RNA helicase DHX15,18,16,350668,295048,295572,325332,422776,354873,328281,319662,309569
O43148,MCES_HUMAN,RNMT,mRNA cap guanine-N(7) methyltransferase,7,7,81665.8,65816,73252.5,66643.1,91155.8,90104.6,78842.8,81778.6,78482.4
O43149,ZZEF1_HUMAN,ZZEF1,Zinc finger ZZ-type and EF-hand domain-containing protein 1,6,6,11198.7,10250,7299.24,9082.41,12750,9449.58,6939.1,9117.35,8589.83
O43156,TTI1_HUMAN,TTI1,TELO2-interacting protein 1 homolog,8,8,44924.4,48777,42202.5,46625.7,57286.7,58896.7,41526.8,43217.3,43277.5
O43157,PLXB1_HUMAN,PLXNB1,Plexin-B1,2,2,6694.44,8422.36,9478.86,6446.42,8978.06,7928.97,6286.05,8330.93,9456.32
O43159,RRP8_HUMAN,RRP8,Ribosomal RNA-processing protein 8,6,6,61934.5,76942.6,66433,62073.8,75990.8,89567.9,64594.1,72385.6,74294.3
O43166,SI1L1_HUMAN,SIPA1L1,Signal-induced proliferation-associated 1-like protein 1,12,12,10393.2,7720.98,10136,8038.37,11813.1,11616.5,9237.61,11802.6,10438.9
O43167,ZBT24_HUMAN,ZBTB24,Zinc finger and BTB domain-containing protein 24,2,2,3650.32,1410.38,,2506.98,3784.1,,2614.67,3016.78,1299.44
O43169,CYB5B_HUMAN,CYB5B,Cytochrome b5 type B,3,3,699094,920224,924936,811342,1.02E+06,1.06E+06,733784,978194,924021
O43172,PRP4_HUMAN,PRPF4,U4/U6 small nuclear ribonucleoprotein Prp4,12,12,175474,172017,179151,158237,214361,212747,158729,197349,201870
O43175,SERA_HUMAN,PHGDH,D-3-phosphoglycerate dehydrogenase,17,17,3.43E+06,3.32E+06,2.79E+06,3.28E+06,4.48E+06,3.99E+06,2.96E+06,3.05E+06,2.98E+06
O43181,NDUS4_HUMAN,NDUFS4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",3,3,71628.9,75671.1,66713.5,81282.8,88254.3,85706.7,77814.6,81293.2,77568.9
O43237,DC1L2_HUMAN,DYNC1LI2,Cytoplasmic dynein 1 light intermediate chain 2,6,6,316384,300669,292150,302722,375341,345774,334459,347063,325905
O43242,PSMD3_HUMAN,PSMD3,26S proteasome non-ATPase regulatory subunit 3,14,14,312796,320965,283845,321799,413151,375476,288361,336056,331257
O43252,PAPS1_HUMAN,PAPSS1,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,9,9,28950.7,29847.2,27169.4,30112.1,36881.6,31393.7,31903.6,30565.9,29628.8
O43264,ZW10_HUMAN,ZW10,Centromere/kinetochore protein zw10 homolog,11,11,44212.3,45570.9,44824.3,47097.6,57341,53533.9,36640,52141.8,45455.5
O43286,B4GT5_HUMAN,B4GALT5,"Beta-1,4-galactosyltransferase 5",1,1,7199.93,10650.7,11352.4,7814.76,13491.8,12306.1,11309.9,13373.8,9348.98
O43290,SNUT1_HUMAN,SART1,U4/U6.U5 tri-snRNP-associated protein 1,13,13,97412.8,116950,118558,107646,139042,136917,103988,128759,119220
O43292,GPAA1_HUMAN,GPAA1,Glycosylphosphatidylinositol anchor attachment 1 protein,3,3,89115,63319.2,80532.5,73513.1,104713,81321.7,93596,79632.7,86446.6
O43293,DAPK3_HUMAN,DAPK3,Death-associated protein kinase 3,4,4,51804.2,39767.7,28640.3,45459.2,60886.1,53196.3,33244.6,33159,37212.9
O43294,TGFI1_HUMAN,TGFB1I1,Transforming growth factor beta-1-induced transcript 1 protein,2,2,,4946.98,,5927.94,14750.7,,4908.47,11052.9,6385.86
O43314,VIP2_HUMAN,PPIP5K2,Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,4,4,11508.2,10277.5,11257.4,13315.8,14900.9,15074.7,10809.3,15089.2,10127.8
O43318,M3K7_HUMAN,MAP3K7,Mitogen-activated protein kinase kinase kinase 7,2,2,16453.8,10734.6,10485.6,15439.6,23435.2,16647.9,16148.9,14428.3,13098.2
O43324,MCA3_HUMAN,EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,7,7,393446,389022,344039,359632,515279,496428,365538,394024,369725
O43353,RIPK2_HUMAN,RIPK2,Receptor-interacting serine/threonine-protein kinase 2,1,1,7929.01,,6614.93,4777.78,7875.75,7417.2,5419.31,8819.08,8703.05
O43379,WDR62_HUMAN,WDR62,WD repeat-containing protein 62,4,4,3067.47,3315.86,3587.31,2922.63,3327.75,3971.47,3043.98,4081.78,3827.69
O43390,HNRPR_HUMAN,HNRNPR,Heterogeneous nuclear ribonucleoprotein R,19,12,1.32E+06,1.17E+06,1.07E+06,1.30E+06,1.47E+06,1.40E+06,1.22E+06,1.25E+06,1.32E+06
O43395,PRPF3_HUMAN,PRPF3,U4/U6 small nuclear ribonucleoprotein Prp3,12,12,116797,93471.1,100471,111813,130114,130242,117628,114896,106746
O43396,TXNL1_HUMAN,TXNL1,Thioredoxin-like protein 1,4,4,285631,391448,379460,346455,490118,509244,317521,375209,372054
